Country,Job Title,Age,Quantity,Percentage
Croatia,Database Design Analyst,32.0,2,0.002022
Croatia,Database Designer,43.0,1,0.001011
Croatia,Database Engineer,40.0,1,0.001011
Croatia,Database Modeler,43.0,2,0.002022
Croatia,Database Security Administrator,32.333333333333336,3,0.003033
Croatia,Database Security Expert,45.0,1,0.001011
Croatia,Database Specialist,60.0,1,0.001011
Croatia,Database Tester,58.0,1,0.001011
Croatia,Electronic Data Interchange System Developer (EDI System Developer),41.0,1,0.001011
Croatia,"Engineer, System Electronic Data Processing (Engineer, System EDP)",33.0,1,0.001011
Croatia,Geographic Information Systems Data Administrator (GIS Data Administrator),25.0,1,0.001011
Croatia,Geographic Information Systems Data Manager (GIS Data Manager),36.0,2,0.002022
Croatia,Geographic Information Systems Data Specialist (GIS Data Specialist),42.0,2,0.002022
Croatia,Geographic Information Systems Database Administrator (GIS Database Administrator),26.0,1,0.001011
Croatia,Head of Information Systems and Data Processing,35.0,1,0.001011
Croatia,Internet Database Specialist,39.5,2,0.002022
Croatia,No job,32.05263157894737,38,0.03841800000000001
Croatia,"Operations Officer, Afloat (Naval Tactical Data Systems)",30.0,1,0.001011
Cyprus,Clinical Trials Data Coordinator,19.0,1,0.000151
Cyprus,Data Communications Analyst,30.0,1,0.000151
Cyprus,Data Management Associate,28.0,1,0.000151
Cyprus,Data Modeling Specialist,42.0,1,0.000151
Cyprus,Data Systems Manager,42.0,1,0.000151
Cyprus,Data Warehousing Specialist,42.0,1,0.000151
Cyprus,Database Administrator (DBA),43.0,1,0.000151
Cyprus,Head of Information Systems and Data Processing,42.0,1,0.000151
Cyprus,No job,30.2,5,0.000755
Czechia,Automatic Data Processing Customer Liaison (ADP Customer Liaison),35.0,2,0.004394
Czechia,Automatic Data Processing Planner,45.5,2,0.004394
Czechia,Automatic Data Processing Planner (ADP Planner),43.0,1,0.002197
Czechia,Automatic Data Processing Systems Security Specialist (ADP Systems Security),44.0,3,0.0065910000000000005
Czechia,Clinical Data Coordinator,41.0,1,0.002197
Czechia,Computer or Data Processing Systems Consultant,41.666666666666664,3,0.0065910000000000005
Czechia,Data Acquisition Technician,25.0,1,0.002197
Czechia,Data Administrator,46.0,2,0.004394
Czechia,Data Architect,36.5,2,0.004394
Czechia,Data Center Operator,48.0,1,0.002197
Czechia,Data Collection Technician,50.0,1,0.002197
Czechia,Data Communications Analyst,47.0,1,0.002197
Czechia,Data Communications Software Consultant,42.0,1,0.002197
Czechia,Data Control Assistant,29.0,1,0.002197
Czechia,Data Coordinator,53.0,1,0.002197
Czechia,Data Entry Machine Operator,41.0,1,0.002197
Czechia,Data Entry Specialist,44.0,1,0.002197
Czechia,Data Keyer,24.0,1,0.002197
Czechia,Data Management Associate,30.0,1,0.002197
Czechia,Data Management Information Technology Specialist,40.0,1,0.002197
Czechia,Data Manager,50.0,1,0.002197
Czechia,Data Miner,57.0,1,0.002197
Czechia,Data Modeling Specialist,39.5,2,0.004394
Czechia,Data Officer,37.75,4,0.008788
Czechia,Data Operations Director,44.333333333333336,3,0.0065910000000000005
Czechia,Data Processing Auditor,43.0,1,0.002197
Czechia,Data Processing Auxiliary Equipment Operator,44.0,1,0.002197
Czechia,Data Processing Equipment Repairer,35.0,1,0.002197
Czechia,Data Processing Manager,54.0,1,0.002197
Czechia,Data Processing Mechanic,39.0,1,0.002197
Czechia,Data Processing Services Sales Representative,45.0,1,0.002197
Czechia,Data Processing Systems Analyst,39.666666666666664,3,0.0065910000000000005
Czechia,Data Processing Systems Project Planner,41.0,2,0.004394
Czechia,Data Sciences Director,27.0,1,0.002197
Czechia,Data Scientist,38.0,1,0.002197
Czechia,Data Security Analyst,31.5,2,0.004394
Czechia,Data Storage Specialist,47.0,3,0.0065910000000000005
Czechia,Data Systems Manager,52.0,1,0.002197
Czechia,Data Technician,65.0,1,0.002197
Czechia,Data Warehouse Analyst,32.5,2,0.004394
Czechia,Data Warehouse Architect,43.5,2,0.004394
Czechia,Data Warehouse Developer,46.0,1,0.002197
Czechia,Data Warehousing Engineer,42.0,1,0.002197
Czechia,Data Warehousing Manager,30.0,2,0.004394
Czechia,Data Warehousing Specialist,47.0,1,0.002197
Czechia,Database Administration Associate,45.0,1,0.002197
Czechia,Database Administrator (DBA),18.0,1,0.002197
Czechia,Database Architect,26.5,2,0.004394
Czechia,Database Consultant,35.0,3,0.0065910000000000005
Czechia,Database Coordinator,33.5,2,0.004394
Czechia,Database Designer,57.0,1,0.002197
Czechia,Database Development Project Manager,43.0,1,0.002197
Czechia,Database Development and Administration Project Manager,58.0,1,0.002197
Czechia,Database Engineer,33.666666666666664,3,0.0065910000000000005
Czechia,Database Management System Specialist (DBMS Specialist),33.0,1,0.002197
Czechia,Database Marketing Analyst,23.0,1,0.002197
Czechia,Database Security Administrator,36.0,3,0.0065910000000000005
Czechia,Database Security Expert,34.0,2,0.004394
Czechia,Database Software Technician,46.333333333333336,3,0.0065910000000000005
Czechia,Database Specialist,34.0,1,0.002197
Czechia,Database Tester,46.0,2,0.004394
Czechia,Databases Computer Consultant,47.0,2,0.004394
Czechia,Databases Software Consultant,32.0,1,0.002197
Czechia,Director of Data Operations,49.0,3,0.0065910000000000005
Czechia,Electronic Data Processing Auditor (EDP Auditor),31.0,1,0.002197
Czechia,"Engineer, System Electronic Data Processing (Engineer, System EDP)",56.0,1,0.002197
Czechia,Flight Test Data Acquisition Technician,19.0,1,0.002197
Czechia,GPS Field Data Collector (Global Positioning System Field Data Collector),40.0,1,0.002197
Czechia,Geographic Information Systems Data Administrator (GIS Data Administrator),37.0,1,0.002197
Czechia,Geographic Information Systems Data Manager (GIS Data Manager),62.0,1,0.002197
Czechia,Geographic Information Systems Data Specialist (GIS Data Specialist),44.0,2,0.004394
Czechia,Geographic Information Systems Database Administrator (GIS Database Administrator),33.0,2,0.004394
Czechia,Head of Information Systems and Data Processing,40.333333333333336,3,0.0065910000000000005
Czechia,Health Data Analyst,21.0,1,0.002197
Czechia,Internet Database Specialist,38.25,4,0.008788
Czechia,Maintenance Data Analyst,42.0,1,0.002197
Czechia,Marketing Database Analyst,42.0,1,0.002197
Czechia,Micro Computer Data Processor,43.0,1,0.002197
Czechia,Naval Tactical Data System--Combat Information Center Officer,46.0,1,0.002197
Czechia,"Naval Tactical Data System--Combat Information Center Watch Officer, General",37.0,1,0.002197
Czechia,No job,32.847457627118644,59,0.1296230000000001
Czechia,Oracle Database Administrator (Oracle DBA),43.333333333333336,3,0.0065910000000000005
Czechia,SCADA Technician (Supervisory Control and Data Acquisition Technician),50.0,1,0.002197
Czechia,SQL Database Administrator,27.0,1,0.002197
Denmark,Automatic Data Processing Planner,42.5,2,0.002766
Denmark,Automatic Data Processing Planner (ADP Planner),50.5,2,0.002766
Denmark,Automatic Data Processing Systems Security Specialist (ADP Systems Security),25.0,1,0.001383
Denmark,Clinical Data Manager,27.0,1,0.001383
Denmark,Data Architect,27.0,1,0.001383
Denmark,Data Base Design Analyst,20.0,1,0.001383
Denmark,Data Communications Software Consultant,48.5,4,0.005532
Denmark,Data Coordinator,47.5,2,0.002766
Denmark,Data Keyer,19.0,1,0.001383
Denmark,Data Management Information Technology Specialist,37.0,1,0.001383
Denmark,Data Manager,17.0,1,0.001383
Denmark,Data Officer,41.25,4,0.005532
Denmark,Data Operations Director,27.0,1,0.001383
Denmark,Data Processing Auditor,43.0,1,0.001383
Denmark,Data Processing Consultant,41.0,2,0.002766
Denmark,Data Processing Manager,36.0,1,0.001383
Denmark,Data Scientist,25.0,1,0.001383
Denmark,Data Storage Specialist,43.0,2,0.002766
Denmark,Data Systems Manager,36.0,1,0.001383
Denmark,Data Transcriber,50.0,1,0.001383
Denmark,Data Typist,44.0,1,0.001383
Denmark,Data Warehouse Analyst,20.0,1,0.001383
Denmark,Data Warehouse Architect,48.0,2,0.002766
Denmark,Data Warehouse Developer,47.0,1,0.001383
Denmark,Data Warehouse Specialist,36.0,1,0.001383
Denmark,Data Warehousing Specialist,54.0,1,0.001383
Denmark,Database Administration Associate,50.0,1,0.001383
Denmark,Database Consultant,52.0,1,0.001383
Denmark,Database Coordinator,33.0,2,0.002766
Denmark,Database Designer,54.0,1,0.001383
Denmark,Database Development and Administration Project Manager,47.5,2,0.002766
Denmark,Database Engineer,24.0,1,0.001383
Denmark,Database Management System Specialist (DBMS Specialist),37.5,2,0.002766
Denmark,Database Modeler,47.0,1,0.001383
Denmark,Database Security Expert,43.5,2,0.002766
Denmark,Database Specialist,48.0,3,0.004149
Denmark,Database Tester,39.0,2,0.002766
Denmark,Databases Computer Consultant,42.0,1,0.001383
Denmark,Director of Data Operations,51.0,1,0.001383
Denmark,Electronic Data Interchange System Developer (EDI System Developer),38.0,2,0.002766
Denmark,Electronic Data Processing Auditor (EDP Auditor),49.0,1,0.001383
Denmark,Field Traffic Data Technician,56.0,1,0.001383
Denmark,Health Data Analyst,41.0,1,0.001383
Denmark,Internet Database Specialist,43.0,1,0.001383
Denmark,Medical Data Analyst,49.0,1,0.001383
Denmark,No job,35.0625,48,0.06638400000000003
Denmark,Oracle Database Administrator (Oracle DBA),42.666666666666664,3,0.004149
Denmark,SQL Database Administrator,41.0,1,0.001383
Denmark,Survey Data Technician,59.5,2,0.002766
Estonia,Data Base Design Analyst,30.0,1,0.000209
Estonia,Data Collection Technician,56.0,1,0.000209
Estonia,Data Entry Supervisor,20.0,1,0.000209
Estonia,Data Management Information Technology Specialist,29.0,1,0.000209
Estonia,Data Operations Director,30.0,1,0.000209
Estonia,Data Processing Supervisor,57.0,1,0.000209
Estonia,Database Administration Manager,57.0,1,0.000209
Estonia,Database Manager,57.0,1,0.000209
Estonia,Director of Data Operations,30.0,1,0.000209
Estonia,Geographic Information Systems Data Specialist (GIS Data Specialist),38.0,1,0.000209
Estonia,No job,24.5,8,0.001672
Finland,Automatic Data Processing Customer Liaison (ADP Customer Liaison),30.0,1,0.001314
Finland,Automatic Data Processing Planner (ADP Planner),33.0,1,0.001314
Finland,Clinical Data Management Manager (CDM Manager),50.0,1,0.001314
Finland,Computer or Data Processing Systems Consultant,39.0,2,0.002628
Finland,Data Administrator,40.0,1,0.001314
Finland,Data Analysis Assistant,52.0,1,0.001314
Finland,Data Architect,55.0,1,0.001314
Finland,Data Collection Technician,49.0,1,0.001314
Finland,Data Communications Analyst,36.0,1,0.001314
Finland,Data Coordinator,35.333333333333336,3,0.003942
Finland,Data Entry Representative,40.0,1,0.001314
Finland,Data Management Information Technology Specialist,40.0,1,0.001314
Finland,Data Manager,52.0,1,0.001314
Finland,Data Modeling Specialist,25.5,2,0.002628
Finland,Data Officer,45.0,3,0.003942
Finland,Data Operations Director,27.0,1,0.001314
Finland,Data Processing Auditor,22.0,2,0.002628
Finland,Data Processing Consultant,54.0,1,0.001314
Finland,Data Processing Manager,22.0,1,0.001314
Finland,Data Processing Mechanic,41.0,1,0.001314
Finland,Data Processing Systems Analyst,45.0,1,0.001314
Finland,Data Reduction Technician,46.5,2,0.002628
Finland,Data Scientist,44.0,1,0.001314
Finland,Data Security Analyst,39.0,1,0.001314
Finland,Data Storage Specialist,28.0,1,0.001314
Finland,Data Transcriber,31.0,1,0.001314
Finland,Data Warehouse Developer,52.0,1,0.001314
Finland,Data Warehousing Engineer,40.0,1,0.001314
Finland,Data Warehousing Manager,45.0,1,0.001314
Finland,Data Warehousing Specialist,29.0,1,0.001314
Finland,Database Administration Associate,53.0,1,0.001314
Finland,Database Administration Manager,40.666666666666664,3,0.003942
Finland,Database Consultant,23.0,1,0.001314
Finland,Database Coordinator,56.0,1,0.001314
Finland,Database Development Project Manager,25.0,1,0.001314
Finland,Database Development and Administration Project Manager,55.0,1,0.001314
Finland,Database Manager,47.0,1,0.001314
Finland,Database Marketing Analyst,31.666666666666668,3,0.003942
Finland,Database Software Technician,41.0,2,0.002628
Finland,Database Specialist,25.0,1,0.001314
Finland,Database Tester,29.5,2,0.002628
Finland,Databases Computer Consultant,45.0,2,0.002628
Finland,Databases Software Consultant,44.0,1,0.001314
Finland,Datastage Developer,46.0,1,0.001314
Finland,Director of Data Operations,31.0,2,0.002628
Finland,Electronic Data Processing Auditor (EDP Auditor),32.0,2,0.002628
Finland,Field Artillery Automated Tactical Data System Specialist,44.0,1,0.001314
Finland,Geographic Information Systems Data Administrator (GIS Data Administrator),59.5,2,0.002628
Finland,Geographic Information Systems Data Manager (GIS Data Manager),57.0,1,0.001314
Finland,Geographic Information Systems Data Specialist (GIS Data Specialist),38.666666666666664,3,0.003942
Finland,Internet Database Specialist,46.0,1,0.001314
Finland,Naval Tactical Data System--Combat Information Center Officer,21.0,1,0.001314
Finland,No job,37.23684210526316,38,0.049932000000000025
Finland,Oracle Database Administrator (Oracle DBA),47.0,2,0.002628
Finland,SCADA Technician (Supervisory Control and Data Acquisition Technician),28.0,1,0.001314
France,Analytical Data Miner,52.5,2,0.029016
France,Automatic Data Processing Customer Liaison (ADP Customer Liaison),41.36363636363637,11,0.15958799999999995
France,Automatic Data Processing Planner,35.76923076923077,13,0.18860399999999994
France,Automatic Data Processing Planner (ADP Planner),40.22222222222222,9,0.13057199999999997
France,Automatic Data Processing Systems Security Specialist (ADP Systems Security),43.63636363636363,11,0.15958799999999995
France,Business Database Analyst,47.333333333333336,3,0.043524
France,Clinical Data Analyst,47.5,2,0.029016
France,Clinical Data Associate,33.5,2,0.029016
France,Clinical Data Coordinator,30.5,2,0.029016
France,Clinical Data Management Associate Director,37.0,2,0.029016
France,Clinical Data Management Manager (CDM Manager),47.25,4,0.058032
France,Clinical Data Manager,43.0,2,0.029016
France,Clinical Data Specialist,42.0,1,0.014508
France,Clinical Trials Data Coordinator,42.0,3,0.043524
France,Computer or Data Processing Systems Consultant,42.57142857142857,14,0.20311199999999993
France,Crime Data Specialist,24.0,1,0.014508
France,Customer Data Technician,23.0,1,0.014508
France,Data Administrator,36.0,6,0.08704799999999999
France,Data Architect,40.15384615384615,13,0.18860399999999994
France,Data Base Design Analyst,37.3,10,0.14507999999999996
France,Data Capture Specialist,46.0,1,0.014508
France,Data Coder Operator,41.5,2,0.029016
France,Data Collection Technician,35.333333333333336,3,0.043524
France,Data Collector,50.0,1,0.014508
France,Data Communications Analyst,38.333333333333336,9,0.13057199999999997
France,Data Communications Software Consultant,37.22222222222222,9,0.13057199999999997
France,Data Communications Technician,47.25,4,0.058032
France,Data Control Assistant,32.0,1,0.014508
France,Data Control Clerk Supervisor,43.0,1,0.014508
France,Data Coordinator,34.916666666666664,12,0.17409599999999995
France,Data Entry Clerk,48.5,4,0.058032
France,Data Entry Machine Operator,41.0,2,0.029016
France,Data Entry Representative,43.75,4,0.058032
France,Data Entry Specialist,38.0,2,0.029016
France,Data Entry Supervisor,28.0,1,0.014508
France,Data Input Clerk,51.0,1,0.014508
France,Data Management Associate,42.285714285714285,14,0.20311199999999993
France,Data Management Information Technology Specialist,39.25,4,0.058032
France,Data Management Manager,26.0,1,0.014508
France,Data Manager,30.0,1,0.014508
France,Data Miner,36.666666666666664,12,0.17409599999999995
France,Data Modeler,46.5,2,0.029016
France,Data Modeling Specialist,39.285714285714285,14,0.20311199999999993
France,Data Officer,39.4,15,0.21761999999999992
France,Data Operations Director,32.833333333333336,6,0.08704799999999999
France,Data Processing Auditor,39.0,7,0.10155599999999998
France,Data Processing Consultant,37.2,5,0.07254
France,Data Processing Manager,45.55555555555556,9,0.13057199999999997
France,Data Processing Systems Analyst,41.0,10,0.14507999999999996
France,Data Processing Systems Project Planner,42.42857142857143,7,0.10155599999999998
France,Data Recovery Planner,36.0,2,0.029016
France,Data Reduction Technician,50.0,1,0.014508
France,Data Sciences Director,31.0,1,0.014508
France,Data Scientist,36.42857142857143,7,0.10155599999999998
France,Data Security Administrator,43.083333333333336,12,0.17409599999999995
France,Data Security Analyst,47.714285714285715,7,0.10155599999999998
France,Data Specialist,44.0,1,0.014508
France,Data Storage Specialist,40.333333333333336,9,0.13057199999999997
France,Data Systems Manager,39.166666666666664,6,0.08704799999999999
France,Data Technician,49.0,1,0.014508
France,Data Transcriber,36.333333333333336,3,0.043524
France,Data Typist,55.0,1,0.014508
France,Data Warehouse Analyst,42.6,10,0.14507999999999996
France,Data Warehouse Architect,43.22222222222222,9,0.13057199999999997
France,Data Warehouse Developer,44.4,5,0.07254
France,Data Warehouse Specialist,37.09090909090909,11,0.15958799999999995
France,Data Warehousing Engineer,35.333333333333336,6,0.08704799999999999
